decision,job_id,title,company,location,source,automatic_decision,effective_decision,reason,matched_rule,city_key
include,teaching-vacancies-examinations-officer-a5731d2f-6372-47b8-8d69-8228b7ce94d0,Examinations Officer,The Adeyfield Academy,Hemel Hempstead,Teaching Vacancies,include,include,Exact approved Hemel Hempstead workplace.,exact:hemel hempstead,hemel-hempstead-service-administrator-jobs
include,jobg8-1877352,PPC Executive (Dutch Speaking),THE CHANNEL RECRUITER LTD - Agency - Permanent,Hemel Hempstead,JobG8,include,include,Exact approved Hemel Hempstead workplace.,exact:hemel hempstead,hemel-hempstead-service-administrator-jobs
review,jobg8-1905967,Accounts Assistant,Pinpoint Resourcing Ltd - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,teaching-vacancies-administration-assistant-woodside-primary-school,Administration assistant,Woodside Primary School,Waltham Cross,Teaching Vacancies,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,nhs-5439405,Administrator - Hertfordshire,Vaccination UK,"Welwyn Garden City, AL71HH",NHS Jobs,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,teaching-vacancies-administrator-and-pupil-welfare-the-orchard-primary-school,Administrator and Pupil Welfare,The Orchard Primary School,Watford,Teaching Vacancies,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1927516,Claims Handler,PMR - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1901543,Corporate Benefits Administrator,Titan Wealth Holdings Limited - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,teaching-vacancies-cover-administrator-supervisor,Cover Administrator / Supervisor,Watford Grammar School for Girls,Watford,Teaching Vacancies,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1900123,Credit Control Administrator,Reed - Agency - Permanent,Watford,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,teaching-vacancies-database-and-admissions-administrator-simon-balle-all-through-school,Database and Admissions Administrator,Simon Balle All-Through School,Hertford,Teaching Vacancies,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1860287,Digital Marketing Executive,SMT Recruitment - Agency - Permanent,Welwyn Garden City,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,teaching-vacancies-exams-officer-6f4c470f-3514-47b2-bee0-5c17421f7874,Exams Officer,Saint Joan of Arc Catholic School,Rickmansworth,Teaching Vacancies,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,teaching-vacancies-finance-administrator-bassingbourn-primary-school,Finance Administrator,Bassingbourn Primary School,Royston,Teaching Vacancies,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1945616,Finance Assistant,Investigo - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1946264,HR Assistant,Reed - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1939831,HR Coordinator,STORMX RECRUITMENT LIMITED - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1938290,Marketing Co-ordinator,Brand Recruitment - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-1944669,Marketing Manager,JSL Solutions Ltd - Agency - Permanent,Hertfordshire,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,jobg8-23643_225542267,Operations Co-Ordinator,Zero Surplus - Agency - Permanent,Hertford,JobG8,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
review,nhs-5607673,Team Administrator,Hertfordshire Partnership University NHS Foundation Trust,"Watford, WD18 0JP",NHS Jobs,review,review,No exact Hemel Hempstead workplace matched; local geographic review is required.,fallback,hemel-hempstead-service-administrator-jobs
